
2021-05-31 07:50:01,5.69,0.0,0,0,0,5.63,5.83,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0
2021-05-31 09:00:00,5.69,0.0,0,11553,16200,5.63,5.83,84,5.69,2,18,5.6,1,1200,5.56,1,5700,5.44,1,51,0.0,1,1200,5.98,1,1000,6.24,1,14000,6.25,4,0,0.0,0,0,0.0,0
2021-05-31 09:00:02,5.69,0.0,0,14153,21893,5.63,5.83,84,5.69,2,100,5.65,1,18,5.6,1,1200,5.56,1,51,0.0,1,1000,5.9,1,1200,5.98,1,1693,5.99,1,1000,6.0,1,2000,6.19,1
2021-05-31 09:00:02,5.69,0.0,0,19603,24794,5.63,5.83,84,5.69,2,100,5.65,1,18,5.6,1,1200,5.56,1,51,0.0,1,1000,5.9,1,1200,5.98,1,3194,5.99,2,1000,6.0,1,2000,6.19,1
2021-05-31 09:00:08,5.69,0.0,0,26565,32294,5.63,5.83,95,5.69,4,100,5.65,1,200,5.62,1,18,5.6,1,51,0.0,1,500,5.82,1,500,5.87,1,1000,5.9,1,500,5.94,1,1200,5.98,1
2021-05-31 09:00:24,5.69,0.0,0,28067,32395,5.63,5.83,2,5.8,1,95,5.69,4,100,5.65,1,200,5.62,1,51,0.0,1,1,5.6,1,500,5.82,1,500,5.87,1,1000,5.9,1,500,5.94,1
2021-05-31 09:00:26,5.69,0.0,0,28068,32406,5.63,5.83,2,5.8,1,1,5.7,1,95,5.69,4,100,5.65,1,51,0.0,1,12,5.6,3,500,5.82,1,500,5.87,1,1000,5.9,1,500,5.94,1
2021-05-31 09:00:26,5.69,0.0,0,28069,32406,5.63,5.83,3,5.8,2,1,5.7,1,95,5.69,4,100,5.65,1,51,0.0,1,12,5.6,3,500,5.82,1,500,5.87,1,1000,5.9,1,500,5.94,1
2021-05-31 09:00:27,5.69,0.0,0,28070,32409,5.63,5.83,4,5.8,3,1,5.7,1,95,5.69,4,100,5.65,1,51,0.0,1,15,5.6,4,500,5.82,1,500,5.87,1,1000,5.9,1,500,5.94,1
2021-05-31 09:00:32,5.69,0.0,0,33570,32409,5.63,5.83,4,5.8,3,501,5.7,2,95,5.69,4,100,5.65,1,51,0.0,1,15,5.6,4,500,5.82,1,500,5.87,1,1000,5.9,1,500,5.94,1
2021-05-31 09:00:33,5.69,0.0,0,33570,32410,5.63,5.83,4,5.8,3,501,5.7,2,95,5.69,4,100,5.65,1,51,0.0,1,1,5.59,1,15,5.6,4,500,5.82,1,500,5.87,1,1000,5.9,1
2021-05-31 09:00:36,5.69,0.0,0,35572,34110,5.63,5.83,4,5.8,3,501,5.7,2,95,5.69,4,100,5.65,1,51,0.0,1,1,5.59,1,15,5.6,4,1700,5.66,1,500,5.82,1,500,5.87,1
2021-05-31 09:00:43,5.69,0.0,0,46972,184111,5.63,5.83,4,5.8,3,501,5.7,2,10095,5.69,5,100,5.65,1,51,0.0,1,1,5.59,1,15,5.6,4,1700,5.66,1,500,5.82,1,500,5.87,1
2021-05-31 09:00:47,5.69,0.0,0,68972,190112,5.63,5.83,4,5.8,3,501,5.7,2,10095,5.69,5,100,5.65,1,51,0.0,1,1,5.59,1,15,5.6,4,1700,5.66,1,6000,5.69,1,1,5.8,1
2021-05-31 09:00:49,5.69,0.0,0,79972,190112,5.63,5.83,4,5.8,3,501,5.7,2,10095,5.69,5,100,5.65,1,1051,0.0,2,1,5.59,1,15,5.6,4,1700,5.66,1,6000,5.69,1,1,5.8,1
2021-05-31 09:01:14,5.69,0.0,0,153254,240799,5.63,5.83,7,5.85,1,4,5.8,3,501,5.7,2,10095,5.69,5,1051,0.0,2,1,5.59,1,15,5.6,4,1700,5.66,1,6000,5.69,1,1,5.8,1
2021-05-31 09:01:25,5.69,0.0,0,158800,275371,5.63,5.83,7,5.85,1,4,5.8,3,1501,5.7,3,10095,5.69,5,1051,0.0,2,1,5.59,1,15,5.6,4,1700,5.66,1,6000,5.69,1,1,5.8,1
2021-05-31 09:01:30,5.69,0.0,0,168851,275371,5.63,5.83,7,5.85,1,5,5.8,4,1501,5.7,3,10095,5.69,5,1051,0.0,2,1,5.59,1,15,5.6,4,1700,5.66,1,6000,5.69,1,1,5.8,1
2021-05-31 09:01:37,5.69,0.0,0,170251,277543,5.63,5.83,7,5.85,1,5,5.8,4,1501,5.7,3,10095,5.69,5,1051,0.0,2,1,5.59,1,15,5.6,4,1700,5.66,1,6000,5.69,1,2000,5.75,1
2021-05-31 09:01:40,5.69,0.0,0,171254,277543,5.63,5.83,7,5.85,1,6,5.8,5,1501,5.7,3,10095,5.69,5,1051,0.0,2,1,5.59,1,15,5.6,4,1700,5.66,1,6000,5.69,1,2000,5.75,1
2021-05-31 09:01:42,5.69,0.0,0,181264,297543,5.63,5.83,7,5.85,1,16,5.8,6,1501,5.7,3,10095,5.69,5,1051,0.0,2,1,5.59,1,15,5.6,4,1700,5.66,1,6000,5.69,1,2000,5.75,1
2021-05-31 09:01:42,5.69,0.0,0,184266,297543,5.63,5.83,7,5.85,1,18,5.8,7,1501,5.7,3,10095,5.69,5,1051,0.0,2,1,5.59,1,15,5.6,4,1700,5.66,1,6000,5.69,1,2000,5.75,1
2021-05-31 09:01:45,5.69,0.0,0,186266,297548,5.63,5.83,7,5.85,1,18,5.8,7,1501,5.7,3,10095,5.69,5,1051,0.0,2,1,5.59,1,15,5.6,4,1700,5.66,1,6000,5.69,1,5,5.7,1
2021-05-31 09:01:52,5.69,0.0,0,186276,329548,5.63,5.83,7,5.85,1,28,5.8,8,1501,5.7,3,10095,5.69,5,1051,0.0,2,1,5.59,1,15,5.6,4,1700,5.66,1,6000,5.69,1,5,5.7,1
2021-05-31 09:01:53,5.69,0.0,0,186278,329548,5.63,5.83,7,5.85,1,30,5.8,9,1501,5.7,3,10095,5.69,5,1051,0.0,2,1,5.59,1,15,5.6,4,1700,5.66,1,6000,5.69,1,5,5.7,1
